Date,Open,High,Low,Close,Adj Close,Volume
2009-10-28,1.811944,1.826806,1.718750,1.722778,1.678110,97768800
2009-10-29,1.759028,1.842778,1.749444,1.832083,1.784581,112082400
2009-10-30,1.819028,1.830556,1.667083,1.675694,1.632247,218232000
2009-11-02,1.700278,1.763056,1.649583,1.709722,1.665393,200491200
2009-11-03,1.680556,1.733472,1.672639,1.726528,1.681763,151660800
2009-11-04,1.769444,1.809167,1.726944,1.735694,1.690691,156412800
2009-11-05,1.775278,1.836250,1.766111,1.834167,1.786611,77932800
2009-11-06,1.801806,1.864028,1.794306,1.852083,1.804063,125359200
2009-11-09,1.894722,1.976944,1.888889,1.976389,1.925146,78343200
2009-11-10,1.962778,1.995833,1.944306,1.974722,1.923522,128397600
2009-11-11,2.015833,2.043889,1.979167,2.007639,1.955585,155808000
2009-11-12,1.999167,2.030972,1.930972,1.943750,1.893353,165405600
2009-11-13,1.961806,2.002917,1.932083,1.979167,1.927851,70128000
2009-11-16,2.019306,2.089861,2.015694,2.063750,2.010242,96984000
2009-11-17,2.048750,2.072917,2.025278,2.071250,2.017547,76082400
2009-11-18,2.067222,2.076111,2.029028,2.068472,2.014841,75031200
2009-11-19,2.025278,2.027361,1.948611,1.987222,1.935698,76024800
2009-11-20,1.955556,1.982361,1.941944,1.969583,1.918516,58572000
2009-11-23,2.035556,2.083611,2.028056,2.042639,1.989678,78148800
2009-11-24,2.048333,2.056806,1.999028,2.047917,1.994819,88812000
2009-11-25,2.057778,2.077083,2.038889,2.069028,2.015383,62359200
2009-11-27,1.901806,2.010139,1.896806,1.969028,1.917976,68860800
2009-11-30,1.962778,1.999306,1.938889,1.990556,1.938945,116668800
2009-12-01,2.043611,2.082500,2.031667,2.055972,2.002666,83836800
2009-12-02,2.061806,2.102083,2.041389,2.061806,2.008347,101016000
2009-12-03,2.076528,2.111111,2.006111,2.012639,1.960456,102844800
2009-12-04,2.091806,2.120000,1.992083,2.044444,1.991437,165535200
2009-12-07,2.040000,2.073472,2.017222,2.035000,1.982237,75657600
2009-12-08,1.995139,2.002778,1.950278,1.970833,1.919734,80539200
2009-12-09,1.966111,1.998194,1.936389,1.987778,1.936240,91771200
2009-12-10,2.026389,2.048611,2.013472,2.022361,1.969926,71726400
2009-12-11,2.052361,2.062917,2.021667,2.052222,1.999012,125503200
2009-12-14,2.091667,2.097917,2.063611,2.090694,2.036487,74368800
2009-12-15,2.067778,2.093889,2.042639,2.060139,2.006724,85053600
2009-12-16,2.088750,2.105694,2.057917,2.069444,2.015788,103140000
2009-12-17,2.027500,2.038333,1.990833,1.997222,1.945439,123537600
2009-12-18,2.028194,2.034861,1.979167,2.028750,1.976149,98236800
2009-12-21,2.060833,2.111528,2.060833,2.087917,2.033782,96631200
2009-12-22,2.105000,2.127361,2.097222,2.112778,2.057999,44827200
2009-12-23,2.129861,2.133194,2.099722,2.125972,2.072186,41803200
2009-12-24,2.139444,2.161111,2.138611,2.159306,2.104676,21254400
2009-12-28,2.186111,2.186111,2.145833,2.173611,2.118619,39225600
2009-12-29,2.187500,2.187500,2.157917,2.159306,2.104676,39398400
2009-12-30,2.139722,2.162500,2.136111,2.152639,2.098177,30492000
2009-12-31,2.170417,2.170833,2.092361,2.092639,2.039696,27072000
2010-01-04,2.147083,2.202917,2.145972,2.197917,2.142310,102592800
2010-01-05,2.196806,2.220417,2.174306,2.216806,2.160721,108986400
2010-01-06,2.210139,2.236806,2.205278,2.223194,2.166947,107920800
2010-01-07,2.209861,2.256944,2.191111,2.250278,2.193346,76939200
2010-01-08,2.230833,2.274444,2.218472,2.272222,2.214735,89388000
2010-01-11,2.302639,2.305278,2.252639,2.280278,2.222588,105076800
2010-01-12,2.236667,2.250556,2.191944,2.218333,2.162210,88200000
2010-01-13,2.234722,2.292361,2.200972,2.274861,2.217307,118764000
2010-01-14,2.264861,2.304167,2.262222,2.291806,2.233824,94356000
2010-01-15,2.281528,2.285000,2.189167,2.215833,2.159773,183794400
2010-01-19,2.211667,2.312639,2.211250,2.298889,2.240726,101340000
2010-01-20,2.250972,2.252083,2.173472,2.229306,2.172904,150494400
2010-01-21,2.228056,2.249167,2.090972,2.098750,2.045651,237016800
2010-01-22,2.072361,2.094306,1.953611,1.962639,1.912984,253692000
2010-01-25,2.013333,2.022083,1.970556,1.986806,1.936540,90705600
2010-01-26,1.965000,2.025556,1.948750,1.961806,1.912173,100224000
2010-01-27,1.957083,2.002778,1.910417,1.991111,1.940736,132120000
2010-01-28,2.011111,2.012500,1.886944,1.921389,1.872778,116942400
2010-01-29,1.946806,1.986111,1.849583,1.858472,1.811453,104724000
2010-02-01,1.899583,1.946250,1.894861,1.945417,1.896198,91778400
2010-02-02,1.957639,2.028750,1.936944,2.017500,1.966457,88898400
2010-02-03,1.990278,2.019306,1.969306,1.987500,1.937217,71056800
2010-02-04,1.940278,1.942639,1.801250,1.805139,1.759469,222825600
2010-02-05,1.808472,1.824722,1.707639,1.815556,1.769623,253101600
2010-02-08,1.817222,1.847222,1.769444,1.776528,1.731582,132141600
2010-02-09,1.836389,1.886944,1.792500,1.840694,1.794125,193636800
2010-02-10,1.833333,1.860833,1.783194,1.830556,1.784243,125510400
2010-02-11,1.822083,1.893056,1.791111,1.885417,1.837716,110772000
2010-02-12,1.826944,1.883472,1.802500,1.880278,1.832707,133977600
2010-02-16,1.925833,1.977222,1.901528,1.970139,1.920295,102261600
2010-02-17,1.999583,2.007083,1.971944,1.997639,1.947099,101095200
2010-02-18,1.989167,2.046250,1.987222,2.035417,1.983922,98856000
2010-02-19,2.019444,2.070139,2.003611,2.048750,1.996917,82656000
2010-02-22,2.069444,2.070417,2.030278,2.045417,1.993668,112665600
2010-02-23,2.030000,2.049583,1.957500,1.971806,1.921920,90252000
2010-02-24,1.989167,2.035556,1.975556,2.027222,1.975934,99050400
2010-02-25,1.939444,2.022222,1.923333,2.020417,1.969301,88531200
2010-02-26,2.023611,2.042500,1.988333,2.024583,1.973362,75477600
2010-03-01,2.047083,2.092222,2.046528,2.085556,2.032792,72648000
2010-03-02,2.112778,2.133194,2.092361,2.100000,2.046870,93420000
2010-03-03,2.120972,2.145833,2.093750,2.108333,2.054992,94730400
2010-03-04,2.117361,2.136667,2.093472,2.126944,2.073133,74052000
2010-03-05,2.171250,2.224028,2.153889,2.219444,2.163293,75679200
2010-03-08,2.220694,2.235278,2.209861,2.219167,2.163022,57024000
2010-03-09,2.196806,2.262083,2.196806,2.230278,2.173853,81633600
2010-03-10,2.234028,2.277917,2.229167,2.260556,2.203364,89546400
2010-03-11,2.245417,2.290417,2.223889,2.289722,2.231792,92678400
2010-03-12,2.319028,2.319167,2.272222,2.288056,2.230169,71625600
2010-03-15,2.277917,2.297083,2.238889,2.291806,2.233824,71884800
2010-03-16,2.310139,2.352639,2.292500,2.346528,2.287161,97365600
2010-03-17,2.366250,2.410833,2.364583,2.386806,2.326420,54525600
2010-03-18,2.387083,2.398750,2.356389,2.384861,2.324524,70473600
2010-03-19,2.346111,2.408472,2.320278,2.346111,2.286754,103147200
2010-03-22,2.308333,2.398056,2.303889,2.384306,2.323984,67068000
2010-03-23,2.396389,2.441250,2.373056,2.436806,2.375155,73396800
2010-03-24,2.406944,2.429444,2.383611,2.400833,2.340946,85197600
2010-03-25,2.449167,2.477222,2.378611,2.386667,2.327133,77551200
2010-03-26,2.401111,2.435833,2.355694,2.387917,2.328353,93888000
2010-03-29,2.420556,2.441528,2.407083,2.428889,2.368303,54604800
2010-03-30,2.436806,2.459167,2.402778,2.433194,2.372500,76132800
2010-03-31,2.403750,2.440000,2.383750,2.406389,2.346364,97776000
2010-04-01,2.459861,2.482778,2.414722,2.457500,2.396199,57888000
2010-04-05,2.486528,2.521944,2.465278,2.515417,2.452672,83304000
2010-04-06,2.497222,2.548333,2.489167,2.533750,2.470547,51912000
2010-04-07,2.520694,2.537500,2.457222,2.493611,2.431410,147052800
2010-04-08,2.460972,2.529306,2.443472,2.515417,2.452672,121665600
2010-04-09,2.533611,2.569722,2.520000,2.565139,2.501155,107841600
2010-04-12,2.576806,2.597778,2.567083,2.579583,2.515237,115812000
2010-04-13,2.569444,2.597222,2.531667,2.587639,2.523093,92160000
2010-04-14,2.614028,2.672500,2.600694,2.670556,2.603941,104803200
2010-04-15,2.657639,2.695139,2.657222,2.680833,2.613962,100440000
2010-04-16,2.652222,2.665139,2.511806,2.552778,2.489101,197308800
2010-04-19,2.527778,2.585833,2.493194,2.576667,2.512394,161107200
2010-04-20,2.628750,2.654167,2.603611,2.646806,2.580784,77184000
2010-04-21,2.653750,2.670833,2.591111,2.632083,2.566428,111247200
2010-04-22,2.577639,2.666667,2.533056,2.656389,2.590127,105069600
2010-04-23,2.651944,2.711250,2.631389,2.708750,2.641183,96012000
2010-04-26,2.713194,2.730972,2.671667,2.677083,2.610306,78444000
2010-04-27,2.632500,2.673333,2.474583,2.487500,2.425452,154764000
2010-04-28,2.525694,2.564722,2.477083,2.541111,2.477725,176184000
2010-04-29,2.592222,2.655694,2.589167,2.638472,2.572658,79070400
2010-04-30,2.641806,2.650833,2.503611,2.504583,2.442109,95918400
2010-05-03,2.542778,2.623611,2.530139,2.605139,2.540156,89179200
2010-05-04,2.514583,2.515694,2.381528,2.417083,2.356791,137937600
2010-05-05,2.355694,2.435833,2.325139,2.376806,2.317518,123739200
2010-05-06,2.345972,2.385000,1.492361,2.140000,2.086620,198439200
2010-05-07,2.122361,2.185139,1.947778,2.045694,1.994666,148730400
2010-05-10,2.294444,2.339861,2.244167,2.310972,2.253327,184773600
2010-05-11,2.245833,2.384583,2.239583,2.290972,2.233826,108302400
2010-05-12,2.322083,2.397222,2.309167,2.388194,2.328623,91735200
2010-05-13,2.373472,2.402778,2.293611,2.299306,2.241952,71352000
2010-05-14,2.249444,2.259722,2.113194,2.175139,2.120882,127929600
2010-05-17,2.193194,2.210139,2.053194,2.177500,2.123184,124430400
2010-05-18,2.230417,2.250417,2.066250,2.090694,2.038543,116820000
2010-05-19,2.052917,2.109306,1.975139,2.053472,2.002250,139168800
2010-05-20,1.921806,1.947778,1.816528,1.818056,1.772706,212227200
2010-05-21,1.735972,1.912778,1.723611,1.884167,1.837168,175809600
2010-05-24,1.865417,1.912778,1.820556,1.825833,1.780289,134128800
2010-05-25,1.692500,1.832917,1.656528,1.831944,1.786247,173707200
2010-05-26,1.865833,1.915139,1.781250,1.794028,1.749278,179906400
2010-05-27,1.901111,1.980000,1.878611,1.977917,1.928579,153000000
2010-05-28,1.970278,1.973333,1.876389,1.899722,1.852335,154310400
2010-06-01,1.847778,1.933194,1.799444,1.808194,1.763090,171172800
2010-06-02,1.836250,1.948750,1.811944,1.946528,1.897973,147067200
2010-06-03,1.967778,1.986667,1.909583,1.966667,1.917610,136720800
2010-06-04,1.858056,1.894167,1.742083,1.769028,1.724901,209260800
2010-06-07,1.780000,1.799306,1.690972,1.695833,1.653532,168768000
2010-06-08,1.699167,1.759167,1.654722,1.745000,1.701473,173419200
2010-06-09,1.782639,1.830556,1.701806,1.718611,1.675742,208231200
2010-06-10,1.807361,1.877778,1.800278,1.873472,1.826740,134640000
2010-06-11,1.822778,1.902639,1.818611,1.898056,1.850710,158551200
2010-06-14,1.943611,1.973750,1.884306,1.891944,1.844751,236232000
2010-06-15,1.930694,2.024167,1.920417,2.017778,1.967447,143294400
2010-06-16,1.990556,2.041528,1.976111,2.015972,1.965685,187761600
2010-06-17,2.034306,2.037361,1.968056,2.025556,1.975030,248169600
2010-06-18,2.038333,2.055139,2.013611,2.031806,1.981124,130492800
2010-06-21,2.108611,2.113194,1.981944,2.011944,1.961758,141696000
2010-06-22,2.014444,2.039167,1.905417,1.912500,1.867050,198057600
2010-06-23,1.916667,1.936667,1.855556,1.894444,1.849423,169740000
2010-06-24,1.866528,1.874028,1.786528,1.801111,1.758309,242352000
2010-06-25,1.816528,1.850278,1.767778,1.835556,1.791935,186148800
2010-06-28,1.830972,1.845417,1.786111,1.803611,1.760749,131824800
2010-06-29,1.730278,1.731250,1.606389,1.639444,1.600483,249472800
2010-06-30,1.624444,1.669583,1.575000,1.582778,1.545164,158832000
2010-07-01,1.587639,1.603056,1.494306,1.572639,1.535266,290347200
2010-07-02,1.586944,1.599444,1.517083,1.545278,1.508555,142315200
2010-07-06,1.608611,1.641806,1.529306,1.574028,1.536622,167292000
2010-07-07,1.585278,1.727917,1.580556,1.722639,1.681701,159890400
2010-07-08,1.763611,1.779583,1.712778,1.773194,1.731055,136944000
2010-07-09,1.774028,1.812917,1.761944,1.811528,1.768477,72424800
2010-07-12,1.794028,1.826667,1.772222,1.816806,1.773630,66196800
2010-07-13,1.873750,1.920278,1.863056,1.899167,1.854034,123415200
2010-07-14,1.881944,1.919861,1.858472,1.898472,1.853356,72554400
2010-07-15,1.897639,1.918333,1.821389,1.899861,1.854712,98020800
2010-07-16,1.866528,1.871806,1.731389,1.742778,1.701362,149608800
2010-07-19,1.762500,1.789306,1.720417,1.775139,1.732953,125013600
2010-07-20,1.702500,1.835833,1.700000,1.831667,1.788138,131623200
2010-07-21,1.860556,1.861806,1.737917,1.762778,1.720887,156614400
2010-07-22,1.824444,1.901667,1.823056,1.878889,1.834238,127382400
2010-07-23,1.869444,1.935278,1.851111,1.927222,1.881422,121759200
2010-07-26,1.934722,1.993472,1.921111,1.990000,1.942708,101412000
2010-07-27,2.021806,2.026389,1.962500,1.986111,1.938912,100569600
2010-07-28,1.973611,1.991667,1.928889,1.948750,1.902439,80899200
2010-07-29,1.982639,1.998889,1.873889,1.919861,1.874236,120808800
2010-07-30,1.861111,1.948472,1.851250,1.917917,1.872339,117432000
2010-08-02,2.009028,2.057500,1.984861,2.047500,1.998842,74080800
2010-08-03,2.033333,2.048889,1.998889,2.019028,1.971046,79581600
2010-08-04,2.035833,2.067778,2.015000,2.058750,2.009825,81979200
2010-08-05,2.022083,2.055694,2.011111,2.051389,2.002639,80798400
2010-08-06,1.991944,2.037361,1.947639,2.025972,1.977825,101037600
2010-08-09,2.055694,2.070278,2.024306,2.058194,2.009282,48412800
2010-08-10,2.007361,2.059028,1.971944,2.028472,1.980266,112435200
2010-08-11,1.930556,1.934028,1.850556,1.861111,1.816883,114717600
2010-08-12,1.774861,1.844861,1.772917,1.827361,1.783934,77479200
2010-08-13,1.808333,1.841806,1.802778,1.807222,1.764274,76118400
2010-08-16,1.773750,1.823333,1.752778,1.806667,1.763732,89316000
2010-08-17,1.851528,1.912222,1.837083,1.868889,1.824476,97149600
2010-08-18,1.869861,1.912500,1.837917,1.881944,1.837220,81288000
2010-08-19,1.854306,1.866806,1.761667,1.785278,1.742852,151228800
2010-08-20,1.767361,1.775278,1.728056,1.768750,1.726716,103824000
2010-08-23,1.792639,1.817917,1.743333,1.745139,1.703667,83736000
2010-08-24,1.687361,1.710556,1.641806,1.670556,1.630856,126777600
2010-08-25,1.640139,1.705556,1.609167,1.684306,1.644279,104140800
2010-08-26,1.707361,1.717639,1.636389,1.651389,1.612144,97862400
2010-08-27,1.684306,1.733750,1.609722,1.729167,1.688074,119548800
2010-08-30,1.716389,1.731389,1.653889,1.655000,1.615670,95306400
2010-08-31,1.634861,1.685000,1.616111,1.659722,1.620279,132163200
2010-09-01,1.722917,1.809306,1.718889,1.803194,1.760342,104781600
2010-09-02,1.816944,1.853611,1.805278,1.853611,1.809561,74505600
2010-09-03,1.909028,1.930278,1.878056,1.924028,1.878305,100036800
2010-09-07,1.897639,1.904583,1.856111,1.862778,1.818510,83548800
2010-09-08,1.870833,1.920972,1.868472,1.899028,1.853899,84024000
2010-09-09,1.962500,1.965556,1.911111,1.925694,1.879931,67118400
2010-09-10,1.936944,1.961389,1.923611,1.955694,1.909218,58838400
2010-09-13,2.013056,2.032083,1.989583,2.019444,1.971453,75981600
2010-09-14,2.008472,2.050000,1.985278,2.015000,1.967114,74988000
2010-09-15,1.998750,2.046111,1.980278,2.041250,1.992740,63849600
2010-09-16,2.019306,2.041389,1.999306,2.037500,1.989080,76989600
2010-09-17,2.067778,2.074306,2.023333,2.039028,1.990571,68061600
2010-09-20,2.063333,2.147083,2.047222,2.135972,2.085212,80690400
2010-09-21,2.136528,2.166667,2.092222,2.116806,2.068290,155930400
2010-09-22,2.111111,2.143472,2.070000,2.090000,2.042098,93009600
2010-09-23,2.035278,2.100972,2.019583,2.036944,1.990258,108410400
2010-09-24,2.105278,2.165556,2.099444,2.159028,2.109544,78400800
2010-09-27,2.164028,2.171667,2.125000,2.131944,2.083081,71712000
2010-09-28,2.140417,2.173472,2.070556,2.154444,2.105065,124761600
2010-09-29,2.137222,2.166250,2.116667,2.138611,2.089595,102744000
2010-09-30,2.172917,2.213472,2.092639,2.121667,2.073040,151430400
2010-10-01,2.169583,2.176806,2.110556,2.148611,2.099365,74469600
2010-10-04,2.133611,2.162083,2.068750,2.101667,2.053498,99756000
2010-10-05,2.159583,2.242361,2.150972,2.226250,2.175225,70228800
2010-10-06,2.226528,2.242639,2.200278,2.227778,2.176718,75204000
2010-10-07,2.255556,2.255556,2.178472,2.218889,2.168032,70156800
2010-10-08,2.229306,2.274306,2.202500,2.253889,2.202231,69703200
2010-10-11,2.267500,2.279583,2.238194,2.261389,2.209559,43848000
2010-10-12,2.239306,2.302778,2.202639,2.283750,2.231407,101052000
2010-10-13,2.322361,2.372500,2.304167,2.333333,2.279853,74937600
2010-10-14,2.329306,2.340278,2.265972,2.317917,2.264791,97329600
2010-10-15,2.358194,2.360417,2.267639,2.324028,2.270762,91850400
2010-10-18,2.326806,2.379444,2.291528,2.291528,2.239007,53258400
2010-10-19,2.290417,2.330278,2.221250,2.259583,2.207794,107337600
2010-10-20,2.278611,2.362361,2.272500,2.330139,2.276733,87055200
2010-10-21,2.363333,2.400833,2.290000,2.342639,2.288947,101599200
2010-10-22,2.355417,2.367639,2.336806,2.360417,2.306318,51832800
2010-10-25,2.402778,2.441250,2.373194,2.374861,2.320430,90208800
2010-10-26,2.340833,2.386111,2.328472,2.377778,2.323281,51638400
2010-10-27,2.329444,2.366806,2.293611,2.359444,2.305366,87897600
2010-10-28,2.396528,2.402500,2.325833,2.362917,2.308759,67708800
2010-10-29,2.351806,2.378333,2.340972,2.364444,2.310252,40420800
2010-11-01,2.403333,2.440000,2.327917,2.366528,2.312288,75859200
2010-11-02,2.420000,2.439444,2.401111,2.420278,2.364806,42919200
2010-11-03,2.437083,2.455833,2.360000,2.451667,2.395475,78602400
2010-11-04,2.532361,2.597083,2.524306,2.592500,2.533081,66448800
2010-11-05,2.597917,2.635694,2.590139,2.626667,2.566465,69948000
2010-11-08,2.599583,2.619444,2.573611,2.610833,2.550993,64987200
2010-11-09,2.630417,2.636667,2.520139,2.551944,2.493454,78400800
2010-11-10,2.550278,2.585417,2.492639,2.581111,2.521953,96710400
2010-11-11,2.514167,2.564028,2.493056,2.549583,2.491148,60667200
2010-11-12,2.500694,2.534306,2.429583,2.460556,2.404161,128419200
2010-11-15,2.486250,2.513750,2.448611,2.451667,2.395475,63424800
2010-11-16,2.406667,2.418056,2.302778,2.336389,2.282840,144237600
2010-11-17,2.340694,2.368056,2.319028,2.340000,2.286368,65390400
2010-11-18,2.407917,2.467500,2.407778,2.442500,2.386518,56966400
2010-11-19,2.434583,2.465278,2.399306,2.461111,2.404703,47980800
2010-11-22,2.427361,2.458611,2.370694,2.457361,2.401039,83275200
2010-11-23,2.371528,2.384167,2.324167,2.347222,2.293425,119145600
2010-11-24,2.395833,2.454583,2.394306,2.449306,2.393169,53625600
2010-11-26,2.390139,2.429167,2.375000,2.385278,2.330608,31269600
2010-11-29,2.356111,2.408889,2.304722,2.390000,2.335222,94694400
2010-11-30,2.318056,2.390417,2.307917,2.345000,2.291254,88574400
2010-12-01,2.452083,2.512083,2.451667,2.496944,2.439714,70610400
2010-12-02,2.510417,2.600139,2.507083,2.594167,2.534710,56764800
2010-12-03,2.569444,2.623889,2.565694,2.614306,2.554387,54331200
2010-12-06,2.600833,2.624583,2.590278,2.605833,2.546108,40816800
2010-12-07,2.681111,2.687222,2.608056,2.610000,2.550179,82742400
2010-12-08,2.620833,2.645833,2.586250,2.638611,2.578135,55425600
2010-12-09,2.683056,2.686944,2.632917,2.672778,2.611518,42372000
2010-12-10,2.695417,2.725278,2.669583,2.718611,2.656301,44834400
2010-12-13,2.759722,2.765833,2.721389,2.724028,2.661594,52372800
2010-12-14,2.736806,2.766667,2.705694,2.730139,2.667565,52286400
2010-12-15,2.715833,2.747917,2.680833,2.691944,2.630245,66268800
2010-12-16,2.708194,2.745000,2.668889,2.738889,2.676115,68493600
2010-12-17,2.732639,2.758194,2.716667,2.750694,2.687649,39232800
2010-12-20,2.772222,2.788194,2.727778,2.764306,2.700949,55670400
2010-12-21,2.795694,2.825000,2.785972,2.817778,2.753196,39657600
2010-12-22,2.826667,2.849722,2.822222,2.846250,2.781015,37598400
2010-12-23,2.837361,2.847083,2.814028,2.833333,2.768394,26740800
2010-12-27,2.802639,2.844444,2.795972,2.833333,2.768394,18244800
2010-12-28,2.854028,2.856111,2.827639,2.849028,2.783729,21477600
2010-12-29,2.858056,2.874306,2.855000,2.855833,2.790378,19663200
2010-12-30,2.846528,2.866250,2.829583,2.844583,2.779386,30816000
2010-12-31,2.828611,2.852083,2.815139,2.845972,2.780744,26402400
2011-01-03,2.906806,2.968194,2.904861,2.928750,2.861624,49917600
2011-01-04,2.951667,2.952639,2.873194,2.919583,2.852668,66038400
2011-01-05,2.896111,2.976389,2.890694,2.969028,2.900979,42400800
